state_abbr,county_name,county_url
FL,Martin,https://www.hospitalstats.org/ER-Wait-Time/Martin-County-FL.htm
FL,Miami-Dade,https://www.hospitalstats.org/ER-Wait-Time/Miami-Dade-County-FL.htm
FL,Monroe,https://www.hospitalstats.org/ER-Wait-Time/Monroe-County-FL.htm
FL,Nassau,https://www.hospitalstats.org/ER-Wait-Time/Nassau-County-FL.htm
FL,Okaloosa,https://www.hospitalstats.org/ER-Wait-Time/Okaloosa-County-FL.htm
FL,Okeechobee,https://www.hospitalstats.org/ER-Wait-Time/Okeechobee-County-FL.htm
FL,Orange,https://www.hospitalstats.org/ER-Wait-Time/Orange-County-FL.htm
FL,Osceola,https://www.hospitalstats.org/ER-Wait-Time/Osceola-County-FL.htm
FL,Palm Beach,https://www.hospitalstats.org/ER-Wait-Time/Palm-Beach-County-FL.htm
FL,Pasco,https://www.hospitalstats.org/ER-Wait-Time/Pasco-County-FL.htm
FL,Pinellas,https://www.hospitalstats.org/ER-Wait-Time/Pinellas-County-FL.htm
FL,Polk,https://www.hospitalstats.org/ER-Wait-Time/Polk-County-FL.htm
FL,Putnam,https://www.hospitalstats.org/ER-Wait-Time/Putnam-County-FL.htm
FL,Saint Johns,https://www.hospitalstats.org/ER-Wait-Time/Saint-Johns-County-FL.htm
FL,Saint Lucie,https://www.hospitalstats.org/ER-Wait-Time/Saint-Lucie-County-FL.htm
FL,Santa Rosa,https://www.hospitalstats.org/ER-Wait-Time/Santa-Rosa-County-FL.htm
FL,Sarasota,https://www.hospitalstats.org/ER-Wait-Time/Sarasota-County-FL.htm
FL,Seminole,https://www.hospitalstats.org/ER-Wait-Time/Seminole-County-FL.htm
FL,Sumter,https://www.hospitalstats.org/ER-Wait-Time/Sumter-County-FL.htm
FL,Suwannee,https://www.hospitalstats.org/ER-Wait-Time/Suwannee-County-FL.htm
FL,Taylor,https://www.hospitalstats.org/ER-Wait-Time/Taylor-County-FL.htm
FL,Union,https://www.hospitalstats.org/ER-Wait-Time/Union-County-FL.htm
FL,Volusia,https://www.hospitalstats.org/ER-Wait-Time/Volusia-County-FL.htm
FL,Walton,https://www.hospitalstats.org/ER-Wait-Time/Walton-County-FL.htm
FL,Washington,https://www.hospitalstats.org/ER-Wait-Time/Washington-County-FL.htm
GA,Appling,https://www.hospitalstats.org/ER-Wait-Time/Appling-County-GA.htm
GA,Bacon,https://www.hospitalstats.org/ER-Wait-Time/Bacon-County-GA.htm
GA,Baldwin,https://www.hospitalstats.org/ER-Wait-Time/Baldwin-County-GA.htm
GA,Barrow,https://www.hospitalstats.org/ER-Wait-Time/Barrow-County-GA.htm
GA,Bartow,https://www.hospitalstats.org/ER-Wait-Time/Bartow-County-GA.htm
GA,Ben Hill,https://www.hospitalstats.org/ER-Wait-Time/Ben-Hill-County-GA.htm
GA,Berrien,https://www.hospitalstats.org/ER-Wait-Time/Berrien-County-GA.htm
GA,Bibb,https://www.hospitalstats.org/ER-Wait-Time/Bibb-County-GA.htm
GA,Bleckley,https://www.hospitalstats.org/ER-Wait-Time/Bleckley-County-GA.htm
GA,Brooks,https://www.hospitalstats.org/ER-Wait-Time/Brooks-County-GA.htm
GA,Bulloch,https://www.hospitalstats.org/ER-Wait-Time/Bulloch-County-GA.htm
GA,Burke,https://www.hospitalstats.org/ER-Wait-Time/Burke-County-GA.htm
